id,guid_dashed,name_en,faction,color,set,rarity_int,rarity_engine,setAndRarityKey,sun_cost,attack,health,display_sun,display_attack,display_health,crafting_buy,crafting_sell,is_hero,is_power,is_fighter,is_env,is_aquatic,is_teamup,is_burst,is_surprise,is_board_ability,is_unusable,usable,n_components_top,n_components_total,n_abilities,subtype_names,tags
105,dc355a05-2b88-4548-a110-ef7600c884e4,Poison Mushroom,Plants,Kabloom,Gold,0,R1,Bloom_Common,1,1,1,1,1,1,50,15,False,False,True,False,False,False,False,False,False,False,True,10,20,1,Mushroom,"weenie, rush, notpineclone, poison, cost6orless, randomplantcard, anyplantfighter"
106,b0d7a262-e918-4987-b99a-5ae2312b8d7d,Sizzle,Plants,Kabloom,Gold,0,R1,Bloom_Common,3,,,3,0,0,50,15,False,False,False,False,False,False,True,False,False,False,True,7,16,1,,"sun, damage, destroy, randomplantcard"
107,627d117b-a687-47ed-99bf-0301850012aa,Seedling,Plants,Kabloom,Silver,4,R0,Dawn_Common,2,,2,2,0,2,25,0,False,False,True,False,False,False,False,False,False,False,True,9,19,1,Seed,"draw, sun, notpineclone, cost6orless, randomplantcard, anyplantfighter"
108,28d5dfae-7e2f-4f1d-9694-3e933922d56e,Grapes of Wrath,Plants,Kabloom,Gold,2,R3,Bloom_SuperRare,7,6,6,7,6,6,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,21,1,Berry,"damage, anyplantfighter, fatty, notpineclone, randomplantcard"
109,2890ebec-2c12-40b0-8b42-9efb7d52527a,Sergeant Strongberry,Plants,Kabloom,Gold,2,R3,Bloom_SuperRare,4,4,3,4,4,3,1000,1000,False,False,True,False,False,False,False,False,False,False,True,10,35,1,Berry,"notpineclone, cost6orless, narrow, randomplantcard, anyplantfighter"
110,8da0baad-b03e-445f-b449-4260bc04ff7b,Pineclone,Plants,Kabloom,Gold,3,R4,Bloom_Legendary,4,3,3,4,3,3,4000,1000,False,False,True,False,False,False,False,False,False,False,True,9,24,1,Pinecone,"attack, anyplantfighter, pineclone, cost6orless, randomplantcard, plantlegend"
111,3543764d-7f3b-4d90-aefb-1f32f22fd477,Cornucopia,Plants,Solar,Gold,3,R4,Bloom_Legendary,9,6,6,9,6,6,4000,1000,False,False,True,False,False,False,False,False,False,False,True,9,22,1,"Corn, Fruit","fatty, anyplantfighter, notpineclone, randomplantcard, mayflower, plantlegend"
113,e3e91f0b-767f-4f69-b325-47c7573e29c8,Repeater,Plants,MegaGro,Silver,4,R0,Dawn_Common,3,2,3,3,2,3,25,0,False,False,True,False,False,False,False,False,False,False,True,10,10,0,Peashooter,"bonus, anyplantfighter, notpineclone, weenie, cost6orless, randomplantcard"
114,2e4ae395-c3e2-4447-a28c-6d67c18c4f61,Torchwood,Plants,MegaGro,Silver,4,R0,Dawn_Common,1,,3,1,0,3,25,0,False,False,True,False,False,True,False,False,False,False,True,11,22,1,Tree,"anyplantfighter, notpineclone, cost6orless, narrow, randomplantcard"
115,c75c605c-1b68-4e22-9a81-b805932007b6,Super-Phat Beets,Plants,MegaGro,Gold,1,R2,Bloom_Rare,6,4,4,6,4,4,250,50,False,False,True,False,False,False,False,False,False,False,True,9,24,1,Root,"fatty, anyplantfighter, teamup, notpineclone, cost6orless, randomplantcard"
116,75ef5193-d566-488e-8af4-7670da55b58e,Pea Pod,Plants,MegaGro,Gold,0,R1,Bloom_Common,1,1,1,1,1,1,50,15,False,False,True,False,False,False,False,False,False,False,True,10,19,1,Peashooter,"weenie, grow, anyplantfighter, notpineclone, cost6orless, randomplantcard"
117,979c3287-7555-42d5-a733-8a524815493c,Party Thyme,Plants,MegaGro,Gold,2,R3,Bloom_SuperRare,1,2,2,1,2,2,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,27,1,Leafy,"bonus, notpineclone, anyplantfighter, cost6orless, narrow, randomplantcard"
118,002f2d4b-7b58-4c32-86f1-0bd414848d4b,Plant Food,Plants,MegaGro,Gold,1,R2,Bloom_Rare,4,,,4,0,0,250,50,False,False,False,False,False,False,True,False,False,False,True,7,25,2,,"buff, needsfighter, bonus, attack, randomplantcard"
119,40132ca9-caec-42c0-b51d-c92b0c45d352,Sweet Potato,Plants,MegaGro,Gold,0,R1,Bloom_Common,1,,3,1,0,3,50,15,False,False,True,False,False,True,False,False,False,False,True,10,24,1,Root,"teamup, control, notpineclone, cost6orless, randomplantcard, anyplantfighter"
120,9fd8f05f-d64c-4d7d-ab74-f483a650ce7a,Re-Peat Moss,Plants,MegaGro,Gold,1,R2,Bloom_Rare,4,2,3,4,2,3,250,50,False,False,True,False,False,False,False,False,False,False,True,10,23,1,Moss,"trick, bonus, notpineclone, cost6orless, randomplantcard, anyplantfighter"
122,20c29686-5b91-4541-9a4e-0f7125bb5ab2,Black-Eyed Pea,Plants,MegaGro,Gold,2,R3,Bloom_SuperRare,2,2,2,2,2,2,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,23,1,"Bean, Peashooter","control, grow, notpineclone, cost6orless, randomplantcard, anyplantfighter, mayflower"
123,c08bfe63-390d-4d2d-a498-362b37b98abd,Potted Powerhouse,Plants,MegaGro,Gold,2,R3,Bloom_SuperRare,5,4,4,5,4,4,1000,250,False,False,True,False,False,False,False,False,False,False,True,9,21,1,Leafy,"fatty, grow, notpineclone, cost6orless, randomplantcard, anyplantfighter"
124,61bddb85-301a-4841-bf11-458f6f0d5212,Morning Glory,Plants,Solar,Gold,0,R1,Bloom_Common,1,2,2,1,2,2,50,15,False,False,True,False,False,False,False,False,False,False,True,9,21,1,Flower,"sun, notpineclone, cost6orless, randomplantcard, anyplantfighter"
125,bff2831b-adbe-464d-a19c-021b1730a01d,Doubled Mint,Plants,MegaGro,Gold,3,R4,Bloom_Legendary,2,1,2,2,1,2,4000,1000,False,False,True,False,False,False,False,False,False,False,True,10,20,1,Leafy,"fatty, grow, notpineclone, cost6orless, randomplantcard, anyplantfighter, plantlegend"
126,2191604d-1bc0-4579-824a-5d41f8ebed2d,Bananasaurus Rex,Plants,MegaGro,Gold,3,R4,Bloom_Legendary,4,3,3,4,3,3,4000,1000,False,False,True,False,False,False,False,False,False,False,True,11,24,1,"Animal, Fruit","fatty, grow, notpineclone, draw, cost6orless, randomplantcard, anyplantfighter, plantlegend"
127,e442ad43-7078-4514-8345-80ab7865f163,Jumping Bean,Plants,Smarty,Gold,1,R2,Bloom_Rare,5,3,2,5,3,2,250,50,False,False,True,False,False,False,False,False,False,False,True,9,21,1,Bean,"control, anyplantfighter, notpineclone, cost6orless, randomplantcard, mayflower"
128,8570c741-f4b7-455b-9075-8312c6b2bb96,Chilly Pepper,Plants,Smarty,Gold,1,R2,Bloom_Rare,3,2,1,3,2,1,250,50,False,False,True,False,False,False,False,False,False,False,True,9,21,1,Fruit,"freeze, control, anyplantfighter, notpineclone, cost6orless, randomplantcard"
129,ed882956-00ad-4921-81bf-d861704cd3ec,Spring Bean,Plants,Smarty,Gold,0,R1,Bloom_Common,3,,,3,0,0,50,15,False,False,False,False,False,False,True,False,False,False,True,8,17,1,Bean,"control, randomplantcard, mayflower"
130,21bd8b9b-9fc4-47cc-8cbd-cafced2f7df5,Rescue Radish,Plants,Smarty,Gold,0,R1,Bloom_Common,3,3,4,3,3,4,50,15,False,False,True,False,False,False,False,False,False,False,True,9,23,1,Root,"control, anyplantfighter, notpineclone, cost6orless, randomplantcard, weenie"
131,774897dd-cd95-4bb6-8c10-7a01c2d4c405,Snowdrop,Plants,Smarty,Silver,4,R0,Dawn_Common,1,1,2,1,1,2,25,0,False,False,True,False,False,False,False,False,False,False,True,10,23,1,Flower,"freeze, anyplantfighter, notpineclone, cost6orless, narrow, randomplantcard"
132,54a3f5a2-d015-47de-ad15-861b2072f35b,Carrotillery,Plants,Smarty,Gold,0,R1,Bloom_Common,4,5,3,4,5,3,50,15,False,False,True,False,False,True,False,False,False,False,True,9,9,0,Root,"teamup, fatty, notpineclone, cost6orless, randomplantcard, anyplantfighter"
133,1a68871b-6f3e-414c-8b5b-3d93583592e1,Threepeater,Plants,Smarty,Silver,4,R0,Dawn_Common,5,1,5,5,1,5,25,0,False,False,True,False,False,False,False,False,False,False,True,10,10,0,Peashooter,"bonus, splash, notpineclone, anyplantfighter, cost6orless, randomplantcard"
134,0e3d2b25-8482-4a60-a28c-9e0ed007fb6b,Winter Squash,Plants,Smarty,Gold,2,R3,Bloom_SuperRare,4,2,6,4,2,6,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,26,1,Squash,"freeze, notpineclone, anyplantfighter, cost6orless, narrow, randomplantcard, mayflower"
135,61210b9f-f1e5-4d65-bc00-3ba29af09d11,Big Chill,Plants,Smarty,Superpower,2,R3,Superpower_SuperRare,1,,,1,0,0,0,0,False,True,False,False,False,False,True,False,False,False,True,8,26,2,,"freeze, control"
136,bef2858d-2bd7-44c9-8ad8-807867aeb06d,Whirlwind,Plants,Smarty,Superpower,2,R3,Superpower_SuperRare,1,,,1,0,0,0,0,False,True,False,False,False,False,True,False,False,False,True,8,17,1,,control
137,177fd8b4-532b-4d34-9ea9-a134ff807b1e,Snow Pea,Plants,Smarty,Silver,4,R0,Dawn_Common,2,2,2,2,2,2,25,0,False,False,True,False,False,False,False,False,False,False,True,10,29,1,Peashooter,"freeze, anyplantfighter, notpineclone, cost6orless, randomplantcard"
138,573988ca-627c-4734-ab35-08f5d8e6781a,Shellery,Plants,Smarty,Gold,0,R1,Bloom_Common,1,2,1,1,2,1,50,15,False,False,True,False,False,True,False,False,False,False,True,9,9,0,Leafy,"weenie, rush, notpineclone, cost6orless, randomplantcard, anyplantfighter"
139,a2bf2b9a-6b9a-437e-b980-8f02dcc08eed,Fume-Shroom,Plants,Solar,Gold,0,R1,Bloom_Common,2,2,1,2,2,1,50,15,False,False,True,False,False,False,False,False,False,False,True,9,9,0,Mushroom,"damage, anyplantfighter, notpineclone, weenie, cost6orless, randomplantcard"
140,96789300-5280-486d-a5ea-007de33d15f4,Iceberg Lettuce,Plants,Smarty,Gold,0,R1,Bloom_Common,1,,,1,0,0,50,15,False,False,False,False,False,False,True,False,False,False,True,8,17,1,Leafy,"freeze, control, needsfighter, randomplantcard"
141,8ab124be-1d2f-4de4-b634-5ebb72be63a6,Bean Counter,Plants,Smarty,Gold,2,R3,Bloom_SuperRare,4,1,1,4,1,1,1000,250,False,False,True,False,False,True,False,False,False,False,True,10,37,2,Bean,"weenie, grow, notpineclone, cost6orless, randomplantcard, anyplantfighter, mayflower"
142,c1fa45e8-0d29-4f3a-9e6d-be40e1e82443,Brainana,Plants,Smarty,Gold,3,R4,Bloom_Legendary,6,4,3,6,4,3,4000,1000,False,False,True,False,True,False,False,False,False,False,True,10,22,1,Fruit,"control, anyplantfighter, notpineclone, cost6orless, randomplantcard, anyaquaticplantfighter, plantlegend"
143,2aa11f52-3fac-4ec5-8719-8adde30ad7f5,Winter Melon,Plants,Smarty,Gold,3,R4,Bloom_Legendary,6,4,5,6,4,5,4000,1000,False,False,True,False,False,False,False,False,False,False,True,11,43,2,Fruit,"splash, freeze, fatty, notpineclone, randomplantcard, anyplantfighter, plantlegend"
145,aee670d7-eb0d-4c36-9a36-78ec2e5dc64d,Snapdragon,Plants,Smarty,Gold,2,R3,Bloom_SuperRare,4,3,3,4,3,3,1000,250,False,False,True,False,True,False,False,False,False,False,True,11,11,0,"Dragon, Flower","splash, notpineclone, anyplantfighter, cost6orless, randomplantcard"
146,8b59faf7-3a5a-4d5b-808a-4a7e1d44299f,Transmogrify,Plants,Smarty,Superpower,2,R3,Superpower_SuperRare,1,,,1,0,0,0,0,False,True,False,False,False,False,True,False,False,False,True,8,18,1,,destroy
147,3f961cab-1ca4-4f5e-93b8-1c0383220450,Sunflower,Plants,Solar,Silver,4,R0,Dawn_Common,1,,1,1,0,1,25,0,False,False,True,False,False,True,False,False,False,False,True,10,21,1,Flower,"teamup, sun, anyplantfighter, notpineclone, cost6orless, randomplantcard"
148,dd680222-dee2-40d9-949f-bbe0c8782de1,Sage Sage,Plants,Solar,Gold,1,R2,Bloom_Rare,2,2,3,2,2,3,250,50,False,False,True,False,False,False,False,False,False,False,True,9,23,1,Leafy,"sun, draw, anyplantfighter, notpineclone, weenie, cost6orless, randomplantcard"
149,f38aed44-d60b-448d-a82b-6482e850e53a,Mixed Nuts,Plants,Solar,Silver,4,R0,Dawn_Common,2,2,2,2,2,2,25,0,False,False,True,False,False,False,False,False,False,False,True,9,25,1,Nut,"teamup, anyplantfighter, notpineclone, cost6orless, narrow, randomplantcard"
150,2fffc28d-0278-446b-ae3b-ddd52d838a45,Bloomerang,Plants,Solar,Gold,0,R1,Bloom_Common,4,3,5,4,3,5,50,15,False,False,True,False,False,False,False,False,False,False,True,9,9,0,Flower,"damage, notpineclone, anyplantfighter, cost6orless, randomplantcard"
151,47eb7229-0e75-4f28-b176-e03c63cd617e,Power Flower,Plants,Solar,Gold,1,R2,Bloom_Rare,4,3,5,4,3,5,250,50,False,False,True,False,False,False,False,False,False,False,True,11,28,1,Flower,"heal, anyplantfighter, notpineclone, fatty, cost6orless, randomplantcard"
152,e7e8acfb-2446-4ef3-9743-b2e47507148e,Venus Flytrap,Plants,Solar,Gold,0,R1,Bloom_Common,3,3,1,3,3,1,50,15,False,False,True,False,False,False,False,False,False,False,True,10,26,1,Flytrap,"heal, anyplantfighter, notpineclone, weenie, cost6orless, randomplantcard"
153,c8ea45d6-f8a3-4c3b-bd8f-b9f0ae6c8b4a,Pepper M.D.,Plants,Solar,Gold,0,R1,Bloom_Common,2,2,2,2,2,2,50,15,False,False,True,False,False,False,False,False,False,False,True,10,36,2,Fruit,"grow, heal, anyplantfighter, notpineclone, narrow, cost6orless, randomplantcard"
154,4444f545-7ee5-45e3-8e14-4114e108046b,Metal Petal Sunflower,Plants,Solar,Gold,0,R1,Bloom_Common,4,3,4,4,3,4,50,15,False,False,True,False,False,False,False,False,False,False,True,10,21,1,Flower,"sun, anyplantfighter, notpineclone, cost6orless, randomplantcard"
155,dd18dcd6-4d64-45bc-ac10-8c6eb2c74566,Geyser,Plants,Solar,Superpower,2,R3,Superpower_SuperRare,1,,,1,0,0,0,0,False,True,False,False,False,False,True,False,False,False,True,8,27,1,,heal
156,7a306a86-c517-4120-a2df-c2ecceadde7c,Muscle Sprout,Plants,MegaGro,Gold,3,R4,Bloom_Legendary,3,3,2,3,3,2,4000,1000,False,False,True,False,False,False,False,False,False,False,True,10,25,1,Leafy,"weenie, anyplantfighter, notpineclone, fatty, cost6orless, randomplantcard, grow, plantlegend"
157,4b41ff4a-c917-4286-b746-009827183014,Twin Sunflower,Plants,Solar,Gold,2,R3,Bloom_SuperRare,2,,2,2,0,2,1000,250,False,False,True,False,False,True,False,False,False,False,True,10,21,1,Flower,"sun, teamup, anyplantfighter, cost6orless, randomplantcard, notpineclone"
158,48097dc6-7a51-42ad-8381-38ccbf7e90dc,Laser Bean,Plants,Solar,Gold,2,R3,Bloom_SuperRare,6,,5,6,0,5,1000,250,False,False,True,False,False,False,False,False,False,False,True,9,23,1,Bean,"fatty, damage, notpineclone, anyplantfighter, cost6orless, randomplantcard, mayflower"
159,5af23a1d-74ab-4d72-881c-3f4dddc403a3,Lawnmower,Plants,Solar,Gold,1,R2,Bloom_Rare,4,,,4,0,0,250,50,False,False,False,False,False,False,True,False,False,False,True,7,17,1,,"destroy, randomplantcard"
160,c413724f-ad62-4d45-8b8c-c78dc8f01c2d,Chomper,Plants,Solar,Gold,2,R3,Bloom_SuperRare,4,2,3,4,2,3,1000,250,False,False,True,False,False,False,False,False,False,False,True,9,23,1,Flytrap,"destroy, anyplantfighter, notpineclone, fatty, randomplantcard, cost6orless"
161,20d61ef9-56f4-4c34-b37b-116d023956bf,Magnifying Grass,Plants,Solar,Gold,1,R2,Bloom_Rare,3,,2,3,0,2,250,50,False,False,True,False,False,False,False,False,False,False,True,9,20,1,Leafy,"weenie, sun, notpineclone, anyplantfighter, cost6orless, randomplantcard"
163,028be0b0-bf87-417a-8346-3e5bdcf247f9,Briar Rose,Plants,Solar,Gold,3,R4,Bloom_Legendary,5,4,5,5,4,5,4000,4000,False,False,True,False,False,False,False,False,False,False,True,10,27,1,Flower,"notpineclone, anyplantfighter, cost6orless, narrow, randomplantcard, destroy, plantlegend"
164,94cef52d-6637-495c-a339-f3a3a2d6699a,Dandy Lion King,Plants,Kabloom,Gold,3,R4,Bloom_Legendary,6,4,4,6,4,4,4000,1000,False,False,True,False,False,False,False,False,False,False,True,9,22,1,"Flower, Animal","damage, fatty, notpineclone, anyplantfighter, cost6orless, randomplantcard, plantlegend"
165,30d8fec3-e1d1-483d-b358-92d37e1f1041,Three-Headed Chomper,Plants,Solar,Gold,3,R4,Bloom_Legendary,6,6,6,6,6,6,4000,1000,False,False,True,False,False,False,False,False,False,False,True,10,27,1,Flytrap,"fatty, destroy, anyplantfighter, notpineclone, randomplantcard, cost6orless, plantlegend"
166,c2018a7b-9ab7-4c6c-bad7-09b6972d544a,Space Cadet,Zombies,Brainy,Token,4,R0,Token,2,2,3,2,2,3,0,0,False,False,True,False,False,False,False,False,False,False,True,8,8,0,Science,"randomzombie, randomzombiefighter, 2costzombie, can be transmogrified"
167,06e07806-2706-47ce-82b2-4bd2915a9b62,Electrician,Zombies,Brainy,Gold,2,R3,Bloom_SuperRare,3,2,3,3,2,3,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,22,1,"Mustache, Science","gravestone, randomzombie, bonus, can be gravestone, randomzombiefighter, weenie"
168,2046244f-4138-4f18-99b4-b53d55795579,Paparazzi Zombie,Zombies,Brainy,Silver,4,R0,Dawn_Common,1,1,1,1,1,1,25,0,False,False,True,False,False,False,False,False,False,False,True,10,23,1,"Professional, Party","trick, weenie, randomzombie, can be transmogrified, randomzombiefighter, 2costzombie"
169,ef75a4c7-f0ba-4da5-88bd-32cb58a487b0,Pool Shark,Zombies,Brainy,Gold,0,R1,Bloom_Common,2,3,1,2,3,1,50,15,False,False,True,False,False,False,False,False,False,False,True,9,9,0,"Mustache, Sports","truestrike, weenie, 2costzombie, randomzombie, can be transmogrified, randomzombiefighter"
170,2067f3e7-2cbc-4db9-8475-61f11cf675ba,Gadget Scientist,Zombies,Brainy,Gold,1,R2,Bloom_Rare,5,3,3,5,3,3,250,50,False,False,True,False,False,False,False,False,False,False,True,9,22,1,Science,"bonus, randomzombie, randomzombiefighter, narrow"
171,60c7f3aa-9e56-469d-a1df-924591098273,Rocket Science,Zombies,Brainy,Gold,2,R3,Bloom_SuperRare,3,,,3,0,0,1000,250,False,False,False,False,False,False,True,True,False,False,True,9,19,1,"Science, Barrel","destroy, randomzombie, randomzombietrick"
172,4bc41e8e-0ca2-4366-9373-5a97efd60fdc,Cut Down to Size,Zombies,Brainy,Superpower,2,R3,Superpower_SuperRare,1,,,1,0,0,0,0,False,True,False,False,False,False,True,True,False,False,True,9,19,1,,destroy
174,684e153f-f50c-42cd-8a84-046c581629b8,Zombot Drone Engineer,Zombies,Brainy,Gold,0,R1,Bloom_Common,2,1,4,2,1,4,50,15,False,False,True,False,False,False,False,False,False,False,True,11,27,1,"Mustache, Science","buff, 2costzombie, randomzombie, can be transmogrified, randomzombiefighter, can be gravestone"
175,9d127a5d-f8bb-4b6a-a143-19aab4e6c013,Brain Vendor,Zombies,Brainy,Gold,0,R1,Bloom_Common,3,2,1,3,2,1,50,15,False,False,True,False,False,False,False,False,False,False,True,9,21,1,"Gourmet, Sports","brains, randomzombie, weenie, randomzombiefighter"
176,5da9af96-84ae-42aa-8e6d-ff7f76924b8a,Copter Commando,Zombies,Brainy,Set3,0,R1,Colossal_Uncommon,5,6,5,5,6,5,50,15,False,False,True,False,False,False,False,False,False,False,True,8,8,0,"Science, Imp",set3zombie
177,f407b1b9-69ac-478e-9e53-def5aaf4d5d3,Lurch for Lunch,Zombies,Brainy,Silver,4,R0,Dawn_Common,2,,,2,0,0,25,0,False,False,False,False,False,False,True,True,False,False,True,9,18,1,Gourmet,"bonus, needsfighter, randomzombie, randomzombietrick"
178,13d7b729-74ad-4606-95de-f8b2e68011f1,Wizard Gargantuar,Zombies,Brainy,Gold,1,R2,Bloom_Rare,6,5,6,6,5,6,250,50,False,False,True,False,False,False,False,False,False,False,True,11,40,2,"Mustache, Gargantuar","truestrike, fatty, gargantuar, randomzombie, randomzombiefighter"
180,1a92d805-d288-4d12-9a5e-ce0099a98132,Mad Chemist,Zombies,Brainy,Gold,2,R3,Bloom_SuperRare,4,3,5,4,3,5,1000,250,False,False,True,False,False,False,False,False,False,False,True,11,34,2,Science,"draw, tricks, randomzombie, can be gravestone, gravestone, randomzombiefighter"
181,5aad6be7-3a48-4c49-b82b-2b244bb0128a,Trickster,Zombies,Brainy,Gold,3,R4,Bloom_Legendary,10,6,6,10,6,6,4000,1000,False,False,True,False,False,False,False,False,False,False,True,9,30,2,Party,"bonus, trick, fatty, randomzombie, randomzombiefighter, zombielegend"
182,6f7bc43a-c755-438d-93e8-40a040b0a3c9,Shieldcrusher Viking,Zombies,Brainy,Gold,3,R4,Bloom_Legendary,5,7,5,5,7,5,4000,1000,False,False,True,False,False,False,False,False,False,False,True,11,36,2,"Mustache, Pirate","truestrike, fatty, control, randomzombie, randomzombiefighter, piratezombie, notplankwalker, zombielegend"
185,810102c3-be34-41de-b192-b0bd57028bfa,Evaporate,Zombies,Hungry,Superpower,2,R3,Superpower_SuperRare,1,,,1,0,0,0,0,False,True,False,False,False,False,True,True,False,False,True,9,28,2,,"freeze, control"
186,c5355f21-cee7-4c06-9104-48c50f082e42,Arm Wrestler,Zombies,Hearty,Gold,0,R1,Bloom_Common,1,2,2,1,2,2,50,15,False,False,True,False,False,False,False,False,False,False,True,10,38,2,Sports,"weenie, grow, randomzombie, can be transmogrified, randomzombiefighter, 2costzombie"
187,6a10c22c-b7a3-4756-bdfa-b5f608a58c6c,Sumo Wrestler,Zombies,Hearty,Gold,1,R2,Bloom_Rare,2,2,3,2,2,3,250,50,False,False,True,False,False,False,False,False,False,False,True,10,27,1,Sports,"control, 2costzombie, randomzombie, can be transmogrified, weenie, gravestone, randomzombiefighter, can be gravestone"
188,093b45c2-b603-4619-b669-15933b7c4364,Power Pummel,Plants,"MegaGro, Guardian",Hero,3,R4,Bloom_Legendary,1,,,1,0,0,0,0,True,True,False,False,False,False,True,False,False,False,True,9,23,1,Leafy,
189,c4e36e6b-abef-496b-9eb7-cdbc3fead0ba,Rolling Stone,Zombies,Hearty,Silver,4,R0,Dawn_Common,1,,,1,0,0,25,0,False,False,False,False,False,False,True,True,False,False,True,8,18,1,,"destroy, randomzombietrick, randomzombie"
190,48e5e486-e3e9-4d79-8f7d-60f754bd1a29,Zombie Coach,Zombies,Hearty,Gold,1,R2,Bloom_Rare,4,3,3,4,3,3,250,50,False,False,True,False,False,False,False,False,False,False,True,9,22,1,"Mustache, Sports","defense, randomzombie, randomzombiefighter"
191,cf645429-7b8f-40cc-8062-64f898b2014e,Flag Zombie,Zombies,Hearty,Gold,0,R1,Bloom_Common,2,1,3,2,1,3,50,15,False,False,True,False,False,False,False,False,False,False,True,10,22,1,Professional,"brains, 2costzombie, randomzombie, can be transmogrified, randomzombiefighter"
193,515f1709-c431-4ca8-98fa-893592c3b475,Buckethead,Zombies,Hearty,Gold,0,R1,Bloom_Common,4,3,4,4,3,4,50,15,False,False,True,False,False,False,False,False,False,False,True,9,9,0,Professional,"randomzombie, defense, randomzombiefighter"
194,7e714922-6a72-4e15-b26f-e3ef6e18cd3a,Trash Can Zombie,Zombies,Hearty,Gold,0,R1,Bloom_Common,3,2,3,3,2,3,50,15,False,False,True,False,False,False,False,False,False,False,True,10,20,1,"Professional, Barrel","gravestone, randomzombie, can be gravestone, randomzombiefighter, defense"
195,b3533249-9947-4f7c-b98f-7609a5151df3,Knight of the Living Dead,Zombies,Hearty,Gold,1,R2,Bloom_Rare,7,5,5,7,5,5,250,50,False,False,True,False,False,False,False,False,False,False,True,9,9,0,"History, Sports","defense, randomzombie, knightofthelivingdead, randomzombiefighter"
196,8e314da9-4efb-4154-855c-d417f9118885,Ra Zombie,Zombies,Hearty,Gold,0,R1,Bloom_Common,5,3,4,5,3,4,50,15,False,False,True,False,False,False,False,False,False,False,True,9,21,1,"History, Pet","control, randomzombie, randomzombiefighter"
197,945925cf-e1af-40c1-b954-b2cc5b81cede,Weed Spray,Zombies,Hearty,Gold,2,R3,Bloom_SuperRare,3,,,3,0,0,1000,250,False,False,False,False,False,False,True,True,False,False,True,8,18,1,,"destroy, randomzombie, randomzombietrick"
198,d7ef14f3-ba20-4133-9015-253c4af90a8e,Rodeo Gargantuar,Zombies,Hearty,Gold,1,R2,Bloom_Rare,7,5,9,7,5,9,250,50,False,False,True,False,False,False,False,False,False,False,True,10,24,1,"Sports, Gargantuar","control, fatty, gargantuar, randomzombie, can be gravestone, gravestone, randomzombiefighter"
199,70e5e94b-5b82-4648-9011-ad1182c71b48,Zombie King,Zombies,Hearty,Gold,3,R4,Bloom_Legendary,4,3,6,4,3,6,4000,1000,False,False,True,False,False,False,False,False,False,False,True,10,28,1,"Mustache, History","defense, randomzombie, randomzombiefighter, zombielegend"
200,1ce967f1-eb5b-44e7-9323-c965bf421ff0,Team Mascot,Zombies,Hearty,Silver,4,R0,Dawn_Common,3,1,4,3,1,4,25,0,False,False,True,False,False,False,False,False,False,False,True,10,22,1,"Sports, Imp","buff, grow, randomzombie, randomzombiefighter"
201,f2de08df-a483-4cad-b64c-c6efb337d4ec,Undying Pharaoh,Zombies,Hearty,Gold,3,R4,Bloom_Legendary,6,4,6,6,4,6,4000,1000,False,False,True,False,False,False,False,False,False,False,True,11,22,1,History,"control, defense, fatty, randomzombie, randomzombiefighter, zombielegend"
202,b7c9550b-bce2-494f-af9a-1588dca7389d,Wannabe Hero,Zombies,Hearty,Gold,3,R4,Bloom_Legendary,7,6,1,7,6,1,4000,1000,False,False,True,False,False,False,False,False,False,False,True,10,33,2,Gargantuar,"fatty, randomzombie, defense, randomzombiefighter, gargantuar, zombielegend"
203,673954f8-7e13-4d1d-aa3a-faf3193cff7d,Zombot's Wrath,Zombies,Madcap,Gold,1,R2,Bloom_Rare,2,,,2,0,0,250,50,False,False,False,False,False,False,True,True,False,False,True,9,29,1,"Science, Gargantuar","randomzombie, damage, destroy, randomzombietrick"
204,d9958a86-9798-4597-9b44-b6483f03304a,Dog Walker,Zombies,Hungry,Gold,0,R1,Bloom_Common,1,2,2,1,2,2,50,15,False,False,True,False,False,False,False,False,False,False,True,10,25,1,Pet,"weenie, randomzombie, can be transmogrified, control, randomzombiefighter, 2costzombie"
205,e68a7ed1-81fa-4bb1-8e53-04f173cb7d1a,Pied Piper,Zombies,Hungry,Silver,4,R0,Dawn_Common,2,2,1,2,2,1,25,0,False,False,True,False,False,False,False,False,False,False,True,10,23,1,"Dancing, Pet","gravestone, destroy, randomzombie, can be gravestone, randomzombiefighter, can be transmogrified, 2costzombie"
206,7e3a5247-ac44-4e1c-8e67-9470db7ced26,Haunting Zombie,Zombies,Hungry,Gold,0,R1,Bloom_Common,2,2,1,2,2,1,50,15,False,False,True,False,False,False,False,False,False,False,True,10,24,1,Monster,"weenie, 2costzombie, randomzombie, can be transmogrified, randomzombiefighter"
207,2a6a346b-bb24-4d25-98b2-a242c5ffd1be,Smashing Gargantuar,Zombies,Hungry,Gold,1,R2,Bloom_Rare,5,5,5,5,5,5,250,50,False,False,True,False,False,False,False,False,False,False,True,11,23,1,Gargantuar,"fatty, bonus, gargantuar, randomzombie, destroy, randomzombiefighter"
